GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
4853	1.26e-01	8.82e-02	0.325	-1.704961	-0.554043	7143.53	NOTCH2	notch receptor 2
101928389	1.27e-01	8.83e-02	0.644	1.704598	1.098143	6.83	LOC101928389	uncharacterized LOC101928389
1388	1.27e-01	8.84e-02	0.232	-1.70379	-0.394506	649.26	ATF6B	activating transcription factor 6 beta
5897	1.27e-01	8.84e-02	0.579	1.703759	0.986508	14.21	RAG2	recombination activating 2
388324	1.27e-01	8.84e-02	0.194	1.703753	0.330663	40.41	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1
64417	1.27e-01	8.85e-02	0.216	-1.703574	-0.367776	190.55	TMEM267	transmembrane protein 267
100422961	1.27e-01	8.85e-02	0.33	1.703227	0.562017	9.56	MIR4315-2	microRNA 4315-2
102465248	1.27e-01	8.85e-02	0.251	1.703195	0.428149	113.92	MIR6501	microRNA 6501
10913	1.27e-01	8.86e-02	0.728	1.703071	1.240611	11.6	EDAR	ectodysplasin A receptor
107986127	1.27e-01	8.86e-02	0.565	-1.703089	-0.962129	44.8	LOC107986127	uncharacterized LOC107986127
56243	1.27e-01	8.86e-02	0.475	-1.702697	-0.808833	570.58	KIAA1217	KIAA1217
388650	1.27e-01	8.87e-02	0.318	1.702094	0.541645	408.44	DIPK1A	divergent protein kinase domain 1A
85002	1.27e-01	8.88e-02	0.257	1.702008	0.437288	115.96	FAM86B1	family with sequence similarity 86 member B1
51557	1.27e-01	8.88e-02	0.67	1.701843	1.139972	21.86	LGSN	lengsin, lens protein with glutamine synthetase domain
105377732	1.27e-01	8.88e-02	0.751	1.701777	1.277516	20.19	LOC105377732	uncharacterized LOC105377732
730102	1.27e-01	8.88e-02	0.496	1.701564	0.844207	90.76	CRYZL2P	crystallin zeta like 2, pseudogene
4293	1.27e-01	8.89e-02	0.504	-1.701076	-0.858067	301.28	MAP3K9	mitogen-activated protein kinase kinase kinase 9
101927273	1.27e-01	8.89e-02	0.83	1.700966	1.412019	4.91	LINC01416	long intergenic non-protein coding RNA 1416
6936	1.27e-01	8.90e-02	0.215	1.700754	0.365932	950.24	GCFC2	GC-rich sequence DNA-binding factor 2
6692	1.27e-01	8.90e-02	0.647	-1.700745	-1.100382	84.72	SPINT1	serine peptidase inhibitor, Kunitz type 1
285267	1.28e-01	8.91e-02	0.164	1.700127	0.279015	207.28	ZNF619	zinc finger protein 619
102725201	1.28e-01	8.92e-02	0.211	-1.699387	-0.358544	40.86	CEP250-AS1	CEP250 antisense RNA 1
107986623	1.28e-01	8.93e-02	1.104	1.699095	1.876378	4.53	LOC107986623	uncharacterized LOC107986623
104472848	1.28e-01	8.94e-02	0.337	-1.698754	-0.573267	51.44	IRAIN	IGF1R antisense imprinted non-protein coding RNA
57211	1.28e-01	8.94e-02	0.542	1.698641	0.920488	186.34	ADGRG6	adhesion G protein-coupled receptor G6
8945	1.28e-01	8.95e-02	0.233	-1.69821	-0.395011	675.9	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase
285033	1.28e-01	8.95e-02	0.218	-1.697973	-0.370789	201.38	STARD7-AS1	STARD7 antisense RNA 1
488	1.28e-01	8.96e-02	0.224	-1.697592	-0.379835	5152.92	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
2297	1.28e-01	8.96e-02	0.535	-1.697362	-0.908772	117.75	FOXD1	forkhead box D1
5623	1.28e-01	8.97e-02	0.353	-1.697126	-0.599832	7.84	PSPN	persephin
1158	1.28e-01	8.97e-02	0.602	1.697053	1.022356	6.65	CKM	creatine kinase, M-type
1649	1.28e-01	8.97e-02	0.421	1.69687	0.714775	460.28	DDIT3	DNA damage inducible transcript 3
128977	1.28e-01	8.97e-02	0.195	-1.696813	-0.330352	275.83	C22orf39	chromosome 22 open reading frame 39
3024	1.29e-01	8.98e-02	0.571	-1.696459	-0.968605	37.14	H1-1	H1.1 linker histone, cluster member
6331	1.29e-01	8.98e-02	0.706	-1.696423	-1.197568	60	SCN5A	sodium voltage-gated channel alpha subunit 5
60481	1.29e-01	8.98e-02	0.289	-1.696274	-0.489391	1973.04	ELOVL5	ELOVL fatty acid elongase 5
57670	1.29e-01	8.98e-02	0.355	1.696217	0.6024	831.55	KIAA1549	KIAA1549
523	1.29e-01	8.99e-02	0.273	-1.695978	-0.46337	2503.3	ATP6V1A	ATPase H+ transporting V1 subunit A
85301	1.29e-01	8.99e-02	0.367	-1.695819	-0.623097	309.88	COL27A1	collagen type XXVII alpha 1 chain
100306951	1.29e-01	8.99e-02	0.188	-1.695816	-0.318925	42.48	PITPNA-AS1	PITPNA antisense RNA 1
828	1.29e-01	9.00e-02	0.484	1.695607	0.821487	229.1	CAPS	calcyphosine
223	1.29e-01	9.00e-02	0.259	-1.695476	-0.438805	1288.72	ALDH9A1	aldehyde dehydrogenase 9 family member A1
343702	1.29e-01	9.00e-02	0.777	1.695461	1.316983	48.8	XKR7	XK related 7
105376601	1.29e-01	9.00e-02	0.629	1.695359	1.065704	6.94	LOC105376601	uncharacterized LOC105376601
101954273	1.29e-01	9.01e-02	0.547	1.695083	0.926965	943.25	RNVU1-1	RNA, variant U1 small nuclear 1
9779	1.29e-01	9.02e-02	0.198	1.694599	0.335951	2044.91	TBC1D5	TBC1 domain family member 5
55586	1.29e-01	9.02e-02	0.609	-1.694425	-1.031142	11.68	MIOX	myo-inositol oxygenase
101928692	1.29e-01	9.02e-02	0.475	1.694408	0.804943	5.56	LOC101928692	uncharacterized LOC101928692
23291	1.29e-01	9.02e-02	0.222	-1.694126	-0.376676	2058.83	FBXW11	F-box and WD repeat domain containing 11
133584	1.29e-01	9.03e-02	0.594	1.693786	1.006014	102.29	EGFLAM	EGF like, fibronectin type III and laminin G domains
55180	1.29e-01	9.04e-02	0.152	1.693535	0.25763	302.02	LINS1	lines homolog 1
9695	1.29e-01	9.04e-02	0.287	-1.693431	-0.486234	698.82	EDEM1	ER degradation enhancing alpha-mannosidase like protein 1
101929151	1.29e-01	9.04e-02	0.822	1.693393	1.392217	7.21	LINC02204	long intergenic non-protein coding RNA 2204
28956	1.29e-01	9.04e-02	0.205	-1.693357	-0.346878	305.29	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2
51003	1.29e-01	9.04e-02	0.195	-1.693294	-0.330944	134.14	MED31	mediator complex subunit 31
6643	1.29e-01	9.05e-02	0.221	-1.692999	-0.374249	1120.99	SNX2	sorting nexin 2
119	1.29e-01	9.05e-02	0.596	1.692841	1.009042	1401.13	ADD2	adducin 2
79665	1.29e-01	9.05e-02	0.249	-1.692854	-0.421254	1549.98	DHX40	DEAH-box helicase 40
55285	1.29e-01	9.05e-02	0.161	1.692839	0.272398	397.23	RBM41	RNA binding motif protein 41
100873924	1.29e-01	9.05e-02	0.487	1.692769	0.824656	9.46	HLX-AS1	HLX antisense RNA 1
2760	1.29e-01	9.05e-02	0.287	1.692646	0.486206	1338.14	GM2A	ganglioside GM2 activator
55783	1.29e-01	9.05e-02	0.23	-1.692598	-0.389259	584.01	CMTR2	cap methyltransferase 2
51735	1.29e-01	9.06e-02	0.219	1.69247	0.371215	1175.4	RAPGEF6	Rap guanine nucleotide exchange factor 6
101928895	1.29e-01	9.06e-02	0.296	1.692417	0.501795	43.75	LINC01786	long intergenic non-protein coding RNA 1786
83933	1.29e-01	9.06e-02	0.288	-1.692373	-0.487796	146.64	HDAC10	histone deacetylase 10
344887	1.29e-01	9.06e-02	0.857	1.692305	1.45063	10.53	NMRAL2P	NmrA like redox sensor 2, pseudogene
101929457	1.29e-01	9.06e-02	0.732	1.692065	1.238335	10.37	LOC101929457	uncharacterized LOC101929457
388662	1.29e-01	9.07e-02	0.918	1.691928	1.553487	309.95	SLC6A17	solute carrier family 6 member 17
101927012	1.30e-01	9.08e-02	0.433	1.691399	0.73189	63.94	LOC101927012	
11190	1.30e-01	9.08e-02	0.189	-1.691068	-0.31895	929.14	CEP250	centrosomal protein 250
255488	1.30e-01	9.08e-02	0.434	1.691005	0.733784	477.43	RNF144B	ring finger protein 144B
221061	1.30e-01	9.10e-02	0.375	-1.689911	-0.633619	632.81	FAM171A1	family with sequence similarity 171 member A1
102724552	1.30e-01	9.11e-02	0.466	1.689634	0.787101	12.85	RERE-AS1	RERE antisense RNA 1
3800	1.30e-01	9.11e-02	0.519	1.689577	0.876936	4279.47	KIF5C	kinesin family member 5C
100874375	1.30e-01	9.11e-02	0.723	1.689505	1.22215	29.11	NALF1-IT1	NALF1 intronic transcript 1
27300	1.30e-01	9.11e-02	0.172	-1.689484	-0.290597	722.99	ZNF544	zinc finger protein 544
57186	1.30e-01	9.12e-02	0.196	1.689061	0.331221	1035.07	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2
64411	1.30e-01	9.13e-02	0.492	1.688592	0.831075	395.06	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3
329	1.30e-01	9.14e-02	0.232	-1.688309	-0.392286	1451.09	BIRC2	baculoviral IAP repeat containing 2
6041	1.30e-01	9.14e-02	0.348	-1.688004	-0.587786	288.12	RNASEL	ribonuclease L
399972	1.31e-01	9.16e-02	0.317	-1.687146	-0.534893	23.24	GSEC	G-quadruplex forming sequence containing lncRNA
93587	1.31e-01	9.17e-02	0.219	-1.686517	-0.369526	101.94	TRMT10A	tRNA methyltransferase 10A
116236	1.31e-01	9.17e-02	0.267	-1.686487	-0.450868	217.29	ABHD15	abhydrolase domain containing 15
57531	1.31e-01	9.18e-02	0.219	-1.686161	-0.369536	577.29	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1
199704	1.31e-01	9.18e-02	0.178	1.686065	0.299287	401.22	ZNF585A	zinc finger protein 585A
107986411	1.31e-01	9.18e-02	0.328	-1.685877	-0.553773	13.25	TARS1-DT	TARS1 divergent transcript
8573	1.31e-01	9.19e-02	0.295	1.685604	0.497649	1731.44	CASK	calcium/calmodulin dependent serine protein kinase
400685	1.31e-01	9.19e-02	0.936	1.68547	1.577712	6.3	LINC01801	long intergenic non-protein coding RNA 1801
100652770	1.31e-01	9.19e-02	0.932	-1.685383	-1.570776	13.62	DSG2-AS1	DSG2 antisense RNA 1
401577	1.31e-01	9.21e-02	0.261	1.684451	0.439771	65.05	CD99P1	CD99 molecule pseudogene 1
101926984	1.31e-01	9.21e-02	0.93	1.684353	1.566925	18.11	LOC101926984	leucine-rich repeat-containing protein 37A3
7349	1.31e-01	9.22e-02	0.342	1.684156	0.575984	22.19	UCN	urocortin
645166	1.31e-01	9.22e-02	0.435	-1.683981	-0.73201	29.3	LSP1P5	LSP1 pseudogene 5
101929212	1.32e-01	9.22e-02	0.553	1.683852	0.930365	8.38	SMIM2-AS1	SMIM2 antisense RNA 1
54055	1.32e-01	9.22e-02	1	1.683717	1.684089	6.82	CYP4F29P	cytochrome P450 family 4 subfamily F member 29, pseudogene
29937	1.32e-01	9.22e-02	0.228	-1.683685	-0.3847	549.91	NENF	neudesin neurotrophic factor
100125288	1.32e-01	9.23e-02	0.258	1.683542	0.434804	24.03	ZGLP1	zinc finger GATA like protein 1
105375422	1.32e-01	9.23e-02	0.376	1.683359	0.632833	15.97	LOC105375422	uncharacterized LOC105375422
8536	1.32e-01	9.23e-02	0.255	-1.683307	-0.430082	395.1	CAMK1	calcium/calmodulin dependent protein kinase I
8905	1.32e-01	9.25e-02	0.407	-1.68255	-0.685035	1595.52	AP1S2	adaptor related protein complex 1 subunit sigma 2
340591	1.32e-01	9.25e-02	0.21	-1.682403	-0.353133	158.16	CA5BP1	carbonic anhydrase 5B pseudogene 1
100188988	1.32e-01	9.25e-02	0.556	-1.682155	-0.93457	6.94	TRH-GTG1-8	tRNA-His (anticodon GTG) 1-8
1371	1.32e-01	9.26e-02	0.212	-1.681975	-0.356622	308.69	CPOX	coproporphyrinogen oxidase
5452	1.32e-01	9.26e-02	0.434	1.681955	0.729268	120.05	POU2F2	POU class 2 homeobox 2
2252	1.32e-01	9.26e-02	0.752	-1.681889	-1.264388	37.45	FGF7	fibroblast growth factor 7
6372	1.32e-01	9.26e-02	0.948	1.681586	1.594785	7.44	CXCL6	C-X-C motif chemokine ligand 6
81563	1.32e-01	9.27e-02	0.4	1.681538	0.672381	1189.89	C1orf21	chromosome 1 open reading frame 21
79144	1.32e-01	9.28e-02	0.421	-1.680884	-0.707411	663.31	PPDPF	pancreatic progenitor cell differentiation and proliferation factor
100506621	1.32e-01	9.29e-02	0.523	-1.680462	-0.878415	312.87	LINC01279	replaced by ID 151887
143	1.32e-01	9.29e-02	0.249	-1.680292	-0.418358	1579.62	PARP4	poly(ADP-ribose) polymerase family member 4
105377862	1.33e-01	9.31e-02	0.876	1.679039	1.470322	33.66	LOC105377862	uncharacterized LOC105377862
375759	1.33e-01	9.32e-02	0.363	1.678649	0.609603	24.41	C9orf50	chromosome 9 open reading frame 50
107984492	1.33e-01	9.33e-02	0.4	1.678122	0.67077	21.62	LOC107984492	
101928896	1.33e-01	9.34e-02	0.536	1.677549	0.899617	6.59	LOC101928896	uncharacterized LOC101928896
105371168	1.33e-01	9.34e-02	0.352	1.677504	0.591272	12.11	LOC105371168	uncharacterized LOC105371168
80759	1.33e-01	9.36e-02	0.249	1.676758	0.41697	77.76	KHDC1	KH domain containing 1
58499	1.33e-01	9.36e-02	0.315	-1.676782	-0.528027	2808.97	ZNF462	zinc finger protein 462
63982	1.33e-01	9.36e-02	0.703	1.676805	1.17948	109.78	ANO3	anoctamin 3
79913	1.33e-01	9.36e-02	0.178	-1.676503	-0.298673	138.51	ACTR5	actin related protein 5
102724805	1.34e-01	9.37e-02	0.322	1.675988	0.540373	25.93	LOC102724805	uncharacterized LOC102724805
55686	1.34e-01	9.38e-02	0.392	1.675868	0.656558	314.85	MREG	melanoregulin
221710	1.34e-01	9.38e-02	0.28	1.675733	0.468582	704.02	SMIM13	small integral membrane protein 13
102465519	1.34e-01	9.38e-02	0.417	1.675477	0.69935	10.22	MIR6861	microRNA 6861
100528031	1.34e-01	9.39e-02	0.233	-1.675398	-0.389952	112.45	FKBP1A-SDCBP2	FKBP1A-SDCBP2 readthrough (NMD candidate)
387263	1.34e-01	9.39e-02	0.235	-1.675238	-0.394012	719.43	C6orf120	chromosome 6 open reading frame 120
57537	1.34e-01	9.39e-02	0.558	-1.675142	-0.934862	376.78	SORCS2	sortilin related VPS10 domain containing receptor 2
57472	1.34e-01	9.40e-02	0.209	1.674863	0.349357	726.22	CNOT6	CCR4-NOT transcription complex subunit 6
107984670	1.34e-01	9.40e-02	0.458	1.674844	0.767126	7	LOC107984670	uncharacterized LOC107984670
11149	1.34e-01	9.40e-02	0.416	-1.674673	-0.695876	282.54	BVES	blood vessel epicardial substance
79176	1.34e-01	9.40e-02	0.315	-1.67469	-0.527746	123.94	FBXL15	F-box and leucine rich repeat protein 15
105378106	1.34e-01	9.40e-02	0.627	1.674586	1.049657	54.82	LOC105378106	uncharacterized LOC105378106
220869	1.34e-01	9.40e-02	0.189	1.674456	0.31605	343.87	ZNG1E	Zn regulated GTPase metalloprotein activator 1E
105377826	1.34e-01	9.41e-02	0.285	1.67421	0.476384	20.8	LINC02887	long intergenic non-protein coding RNA 2887
102724434	1.34e-01	9.42e-02	1.087	-1.673547	-1.819474	12.47	LOC102724434	uncharacterized LOC102724434
10527	1.34e-01	9.42e-02	0.225	-1.673554	-0.375716	3626.58	IPO7	importin 7
2170	1.34e-01	9.42e-02	0.351	-1.673412	-0.586916	209.26	FABP3	fatty acid binding protein 3
7711	1.34e-01	9.43e-02	0.187	-1.673228	-0.312841	226.71	ZNF155	zinc finger protein 155
59342	1.34e-01	9.43e-02	0.354	-1.673084	-0.592821	606.71	SCPEP1	serine carboxypeptidase 1
57614	1.34e-01	9.43e-02	0.191	-1.673095	-0.319061	1013.67	RELCH	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing
4094	1.34e-01	9.44e-02	0.313	1.672807	0.523428	1277.89	MAF	MAF bZIP transcription factor
90141	1.34e-01	9.44e-02	0.212	-1.672408	-0.354669	132.72	EFCAB11	EF-hand calcium binding domain 11
84803	1.34e-01	9.45e-02	0.625	-1.672151	-1.045332	68.45	GPAT3	glycerol-3-phosphate acyltransferase 3
79744	1.34e-01	9.45e-02	0.197	-1.672167	-0.328992	272.08	ZNF419	zinc finger protein 419
89	1.34e-01	9.45e-02	0.702	1.671946	1.174178	13.19	ACTN3	actinin alpha 3
23190	1.35e-01	9.46e-02	0.188	1.67175	0.314096	1942.59	UBXN4	UBX domain protein 4
388585	1.35e-01	9.46e-02	0.719	-1.671533	-1.202477	128.94	HES5	hes family bHLH transcription factor 5
400765	1.35e-01	9.46e-02	0.691	1.671485	1.154786	25.94	MIR137HG	MIR137 host gene
2309	1.35e-01	9.47e-02	0.228	1.671031	0.380764	1932.73	FOXO3	forkhead box O3
100131395	1.35e-01	9.47e-02	0.35	1.671024	0.585607	56.86	LOC100131395	uncharacterized LOC100131395
106633808	1.35e-01	9.48e-02	0.415	1.670796	0.69421	7.31	SNORD143	small nucleolar RNA, C/D box 143
26986	1.35e-01	9.48e-02	0.278	1.670649	0.464284	4466.26	PABPC1	poly(A) binding protein cytoplasmic 1
122481	1.35e-01	9.48e-02	0.632	1.670533	1.055101	29.32	AK7	adenylate kinase 7
105371074	1.35e-01	9.49e-02	0.378	1.670006	0.630433	14.26	USP7-AS1	USP7 antisense RNA 1
25782	1.35e-01	9.49e-02	0.226	-1.6699	-0.377703	1782.23	RAB3GAP2	RAB3 GTPase activating non-catalytic protein subunit 2
54883	1.35e-01	9.50e-02	0.126	-1.669773	-0.209839	259.68	CWC25	CWC25 spliceosome associated protein homolog
79603	1.35e-01	9.50e-02	0.367	1.669721	0.612695	473.68	CERS4	ceramide synthase 4
57711	1.35e-01	9.50e-02	0.205	1.669465	0.341424	587.69	ZNF529	zinc finger protein 529
677827	1.35e-01	9.51e-02	0.362	-1.66925	-0.604852	7.55	SNORA46	small nucleolar RNA, H/ACA box 46
6894	1.35e-01	9.51e-02	0.262	1.669216	0.43705	826.83	TARBP1	TAR (HIV-1) RNA binding protein 1
10773	1.35e-01	9.51e-02	0.258	1.668949	0.430425	461.34	ZBTB6	zinc finger and BTB domain containing 6
132320	1.35e-01	9.52e-02	0.219	1.668607	0.36485	575.23	SCLT1	sodium channel and clathrin linker 1
158866	1.35e-01	9.53e-02	0.328	1.668245	0.54675	466.82	ZDHHC15	zinc finger DHHC-type palmitoyltransferase 15
493	1.35e-01	9.53e-02	0.312	-1.668166	-0.520395	5382.97	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
26751	1.35e-01	9.53e-02	0.169	1.668094	0.281293	418.89	SH3YL1	SH3 and SYLF domain containing 1
116729	1.35e-01	9.53e-02	0.485	-1.667895	-0.808414	6.77	PPP1R27	protein phosphatase 1 regulatory subunit 27
5915	1.35e-01	9.54e-02	0.419	-1.667824	-0.699105	243.12	RARB	retinoic acid receptor beta
22854	1.35e-01	9.54e-02	0.544	1.667792	0.90776	295.16	NTNG1	netrin G1
8886	1.35e-01	9.54e-02	0.205	-1.667737	-0.341572	1282.9	DDX18	DEAD-box helicase 18
359948	1.35e-01	9.54e-02	0.251	1.667705	0.419108	2065.42	IRF2BP2	interferon regulatory factor 2 binding protein 2
161342	1.36e-01	9.54e-02	0.611	1.667371	1.019036	4.89	LINC00519	long intergenic non-protein coding RNA 519
10597	1.36e-01	9.54e-02	0.194	-1.667387	-0.322813	61.21	TRAPPC2B	trafficking protein particle complex subunit 2B
100873990	1.36e-01	9.54e-02	0.391	-1.667416	-0.651185	9.87	HCFC1-AS1	HCFC1 antisense RNA 1
387264	1.36e-01	9.55e-02	0.794	1.667219	1.324367	5.94	KRTAP5-1	keratin associated protein 5-1
158787	1.36e-01	9.56e-02	0.319	1.666458	0.531056	41.51	RIBC1	RIB43A domain with coiled-coils 1
340037	1.36e-01	9.57e-02	0.357	-1.665887	-0.594753	24.92	PRR7-AS1	PRR7 antisense RNA 1
400839	1.36e-01	9.58e-02	1.115	1.665411	1.856971	5.41	LINC01721	long intergenic non-protein coding RNA 1721
54887	1.36e-01	9.59e-02	0.167	-1.665292	-0.278909	877.63	BLTP3A	bridge-like lipid transfer protein family member 3A
9020	1.36e-01	9.59e-02	0.237	1.665314	0.394813	277.27	MAP3K14	mitogen-activated protein kinase kinase kinase 14
2872	1.36e-01	9.58e-02	0.318	-1.665316	-0.529106	895.16	MKNK2	MAPK interacting serine/threonine kinase 2
6347	1.36e-01	9.59e-02	0.746	-1.665093	-1.242013	1126.12	CCL2	C-C motif chemokine ligand 2
105376607	1.36e-01	9.59e-02	0.587	1.664982	0.977985	10.98	ARL14EP-DT	ARL14EP divergent transcript
343521	1.36e-01	9.59e-02	0.365	-1.664885	-0.607394	63.46	DYNLT4	dynein light chain Tctex-type 4
100847012	1.36e-01	9.59e-02	0.299	1.66488	0.497171	11.35	MIR5004	microRNA 5004
23032	1.36e-01	9.60e-02	0.194	-1.664544	-0.323248	1962.73	USP33	ubiquitin specific peptidase 33
1756	1.36e-01	9.61e-02	0.354	-1.664153	-0.589622	1731.56	DMD	dystrophin
283867	1.36e-01	9.61e-02	1.004	1.663894	1.670547	5.4	LINC00922	long intergenic non-protein coding RNA 922
10299	1.36e-01	9.62e-02	0.227	1.663719	0.377507	2853.74	MARCHF6	membrane associated ring-CH-type finger 6
344805	1.37e-01	9.62e-02	0.772	1.663613	1.284102	19.74	TMPRSS7	transmembrane serine protease 7
148870	1.37e-01	9.63e-02	0.588	1.663141	0.978009	11.89	CCDC27	coiled-coil domain containing 27
7084	1.37e-01	9.63e-02	0.259	-1.66285	-0.43046	832.38	TK2	thymidine kinase 2
112268224	1.37e-01	9.64e-02	0.385	1.662469	0.639229	16.03	LOC112268224	
8313	1.37e-01	9.64e-02	0.436	-1.662491	-0.724309	397.6	AXIN2	axin 2
64077	1.37e-01	9.65e-02	0.321	1.662308	0.533903	183.32	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
4697	1.37e-01	9.65e-02	0.304	-1.661985	-0.505596	1985.71	NDUFA4	NDUFA4 mitochondrial complex associated
105371059	1.37e-01	9.66e-02	0.155	-1.661591	-0.257393	42.29	LOC105371059	uncharacterized LOC105371059
4891	1.37e-01	9.67e-02	0.24	1.661258	0.398136	1324.68	SLC11A2	solute carrier family 11 member 2
26791	1.37e-01	9.67e-02	0.323	-1.661048	-0.53729	10.97	SNORD58A	small nucleolar RNA, C/D box 58A
8767	1.37e-01	9.67e-02	0.271	-1.660914	-0.450452	282.93	RIPK2	receptor interacting serine/threonine kinase 2
84181	1.37e-01	9.68e-02	0.182	-1.660726	-0.301669	2545.84	CHD6	chromodomain helicase DNA binding protein 6
101929643	1.37e-01	9.68e-02	0.293	1.660357	0.487008	39.35	LOC101929643	uncharacterized LOC101929643
139322	1.37e-01	9.69e-02	0.26	-1.660233	-0.432301	585.76	APOOL	apolipoprotein O like
100133315	1.37e-01	9.69e-02	0.209	-1.660058	-0.347239	35.6	XNDC1N	XRCC1 N-terminal domain containing 1, N-terminal like
54967	1.37e-01	9.69e-02	0.672	1.660075	1.114955	4.72	CT55	cancer/testis antigen 55
112267889	1.38e-01	9.70e-02	0.478	1.659555	0.794069	31.24	KIF5C-AS1	KIF5C antisense RNA 1
105376199	1.38e-01	9.70e-02	0.258	-1.659474	-0.428808	12.95	FKTN-AS1	FKTN antisense RNA 1
3339	1.38e-01	9.71e-02	0.486	1.659166	0.806142	2346.88	HSPG2	heparan sulfate proteoglycan 2
79943	1.38e-01	9.72e-02	0.193	-1.658757	-0.320425	165.29	ZNF696	zinc finger protein 696
101929074	1.38e-01	9.73e-02	0.514	-1.658255	-0.852676	19.64	PIK3CD-AS2	PIK3CD antisense RNA 2
105373703	1.38e-01	9.73e-02	1.366	1.658191	2.264512	11.67	LOC105373703	uncharacterized LOC105373703
200765	1.38e-01	9.73e-02	0.245	-1.657841	-0.406475	174.92	TIGD1	tigger transposable element derived 1
140890	1.38e-01	9.74e-02	0.164	-1.657492	-0.271157	1158.97	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
105376023	1.38e-01	9.75e-02	0.577	-1.6572	-0.955884	12.82	LOC105376023	uncharacterized LOC105376023
124056	1.38e-01	9.75e-02	0.278	-1.656858	-0.460205	28.86	NOXO1	NADPH oxidase organizer 1
100859930	1.38e-01	9.76e-02	0.31	1.65683	0.513252	230.54	HEIH	hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA
100507551	1.38e-01	9.77e-02	0.246	-1.656317	-0.406637	85.21	PGLS-DT	PGLS divergent transcript
27154	1.38e-01	9.77e-02	0.176	-1.656035	-0.290715	609.58	BRPF3	bromodomain and PHD finger containing 3
389610	1.39e-01	9.77e-02	0.661	-1.655892	-1.093886	35.85	XKR5	XK related 5
146198	1.39e-01	9.79e-02	0.19	-1.655237	-0.314387	1064.25	ZFP90	ZFP90 zinc finger protein
100506302	1.39e-01	9.80e-02	0.199	1.654754	0.329254	58.47	RBM33-DT	RBM33 divergent transcript
80746	1.39e-01	9.80e-02	0.161	-1.654459	-0.266883	245.57	TSEN2	tRNA splicing endonuclease subunit 2
85302	1.39e-01	9.81e-02	0.244	-1.654217	-0.403281	261.4	FBF1	Fas binding factor 1
151613	1.39e-01	9.81e-02	0.194	1.654135	0.32106	884.25	TTC14	tetratricopeptide repeat domain 14
11277	1.39e-01	9.81e-02	0.266	-1.65407	-0.439952	50.73	TREX1	three prime repair exonuclease 1
677809	1.39e-01	9.81e-02	0.418	-1.653911	-0.691235	28.24	SNORA24	small nucleolar RNA, H/ACA box 24
105377033	1.39e-01	9.82e-02	0.427	1.653612	0.705836	6.64	LOC105377033	uncharacterized LOC105377033
55764	1.39e-01	9.82e-02	0.148	-1.653454	-0.245424	492.43	IFT122	intraflagellar transport 122
100506047	1.39e-01	9.83e-02	0.499	-1.65339	-0.824252	12.85	LINC02580	long intergenic non-protein coding RNA 2580
